Kode	Uraian	Satuan	 Harga 
M.1084	Pipa Galvanis Ø 900mm	m1	 Rp- 
M.1085	Pipa Galvanis Ø 1000mm	m1	 Rp- 
M.1086	Pipa Galvanis Ø 1100mm	m1	 Rp- 
M.1087	Pipa Galvanis Ø 1200mm	m1	 Rp- 
M.1088	Pipa HDPE Ø 63mm	m1	 Rp50,200 
M.1089	Pipa HDPE Ø 100mm	m1	 Rp150,600 
M.1090	Pipa HDPE Ø 125mm	m1	 Rp191,400 
M.1091	Pipa HDPE Ø 150mm	m1	 Rp314,000 
M.1092	Pipa HDPE Ø 200mm	m1	 Rp490,300 
M.1093	Pipa HDPE Ø 250mm	m1	 Rp763,400 
M.1094	Pipa HDPE Ø 300mm	m1	 Rp1,167,300 
M.1095	Pipa HDPE Ø 400mm	m1	 Rp1,949,400 
M.1096	Pipa HDPE Ø 450mm	m1	 Rp2,474,700 
M.1097	Pipa HDPE Ø 500mm	m1	 Rp3,035,000 
M.1098	Pipa HDPE Ø 600mm	m1	 Rp4,839,600 
M.1099	Pipa HDPE Ø 800mm	m1	 Rp- 
M.1100	Pipa HDPE Ø 900mm	m1	 Rp- 
M.1101	Pipa HDPE Ø 1000mm	m1	 Rp- 
M.1102	Pipa HDPE Ø 1100mm	m1	 Rp- 
M.1103	Pipa HDPE Ø 1200mm	m1	 Rp- 
M.1104	Pipa DCI Ø 100mm	m1	 Rp642,000 
M.1105	Pipa DCI Ø 125mm	m1	 Rp- 
M.1106	Pipa DCI Ø 150mm	m1	 Rp- 
M.1107	Pipa DCI Ø 200mm	m1	 Rp- 
M.1108	Pipa DCI Ø 250mm	m1	 Rp- 
M.1109	Pipa DCI Ø 300mm	m1	 Rp- 
M.1110	Pipa DCI Ø 400mm	m1	 Rp- 
M.1111	Pipa DCI Ø 450mm	m1	 Rp- 
M.1112	Pipa DCI Ø 500mm	m1	 Rp- 
M.1113	Pipa DCI Ø 600mm	m1	 Rp- 
M.1114	Pipa DCI Ø 800mm	m1	 Rp- 
M.1115	Pipa DCI Ø 900mm	m1	 Rp- 
M.1116	Pipa DCI Ø 1000mm	m1	 Rp- 
M.1117	Pipa DCI Ø 1100mm	m1	 Rp- 
M.1118	Pipa DCI Ø 1200mm	m1	 Rp- 
M.1119	Pipa Baja Karbon Ø 63mm	m1	 Rp214,000 
M.1120	Pipa Baja Karbon Ø 100mm	m1	 Rp389,100 
M.1121	Pipa Baja Karbon Ø 125mm	m1	 Rp544,700 
M.1122	Pipa Baja Karbon Ø 150mm	m1	 Rp700,400 
M.1123	Pipa Baja Karbon Ø 200mm	m1	 Rp1,070,000 
M.1124	Pipa Baja Karbon Ø 250mm	m1	 Rp1,498,000 
M.1125	Pipa Baja Karbon Ø 300mm	m1	 Rp1,945,500 
M.1126	Pipa Baja Karbon Ø 400mm	m1	 Rp- 
M.1127	Pipa Baja Karbon Ø 450mm	m1	 Rp- 
M.1128	Pipa Baja Karbon Ø 500mm	m1	 Rp- 
M.1129	Pipa Baja Karbon Ø 600mm	m1	 Rp- 
M.1130	Pipa Baja Karbon Ø 800mm	m1	 Rp- 
M.1131	Pipa Baja Karbon Ø 900mm	m1	 Rp- 
M.1132	Pipa Baja Karbon Ø 1000mm	m1	 Rp- 
M.1133	Pipa Baja Karbon Ø 1100mm	m1	 Rp- 
M.1134	Pipa Baja Karbon Ø 1200mm	m1	 Rp- 
M.1135	Pipa Tanah Dia. 15 - 20cm	Buah	 Rp- 
M.1136	Pipa Tanah Dia. 30 - 100cm	Buah	 Rp- 
M.1137	Valve Ø 150mm	Buah	 Rp3,035,000 
M.1138	Valve Ø 200mm	Buah	 Rp7,003,800 
M.1139	Valve Ø 250mm	Buah	 Rp- 
M.1140	Valve Ø 300mm	Buah	 Rp- 
M.1141	Valve Ø 400mm	Buah	 Rp- 
M.1142	Valve Ø 450mm	Buah	 Rp- 
M.1143	Valve Ø 500mm	Buah	 Rp- 
M.1144	Valve Ø 600mm	Buah	 Rp- 
M.1145	Valve Ø 700mm	Buah	 Rp- 
M.1146	Valve Ø 800mm	Buah	 Rp- 
M.1147	Valve Ø 900mm	Buah	 Rp- 
M.1148	Valve Ø 1000mm	Buah	 Rp- 
M.1149	Valve Ø 1100mm	Buah	 Rp- 
M.1150	Valve Ø 1200mm	Buah	 Rp- 
M.1151	Tee Ø 150mm	Buah	 Rp151,700 
M.1152	Tee Ø 200mm	Buah	 Rp- 
M.1153	Tee Ø 250mm	Buah	 Rp- 
M.1154	Tee Ø 450mm	Buah	 Rp- 
M.1155	Tee Ø 500mm	Buah	 Rp- 
M.1156	Tee Ø 600mm	Buah	 Rp- 
M.1157	Tee Ø 700mm	Buah	 Rp- 
M.1158	Tee Ø 800mm	Buah	 Rp- 
M.1159	Tee Ø 900mm	Buah	 Rp- 
M.1160	Tee Ø 1000mm	Buah	 Rp- 
M.1161	Tee Ø 1100mm	Buah	 Rp- 
M.1162	Tee Ø 1200mm	Buah	 Rp- 
	 HARGA BAHAN MEKANIKAL & PLUMBING		 Rp- 
M.1163	Bak Air Fibreglass 0.3 m3	Unit	 Rp931,000 
M.1164	Bak Air Fibreglass 1 m3	Unit	 Rp1,823,700 
M.1165	Bak Cuci Piring Stainless Steel	Unit	 Rp860,900 
M.1166	Bak Cuci Piring Teraso	Unit	 Rp1,592,900 
M.1167	Bak Teraso	Unit	 Rp828,900 
M.1168	Bathtub	Unit	 Rp3,806,800 
M.1169	Clean Out	Buah	 Rp286,900 
M.1170	Closet Duduk	Unit	 Rp1,587,800 
M.1171	Closet Jongkok	Unit	 Rp1,239,600 
M.1172	Flexible Hose	Unit	 Rp107,200 
M.1173	Floor Drain	Unit	 Rp49,700 
M.1174	Floor Harderner	Kg	 Rp40,000 
M.1175	Floor Harderner	Buah	 Rp40,000 
M.1176	Grab Bar	Buah	 Rp804,700 
M.1177	Jet Washer	Buah	 Rp418,400 
M.1178	Kran Air	Buah	 Rp54,900 
M.1179	Wastafel Lengkap	Unit	 Rp1,258,700 
M.1180	Waterdrain	Buah	 Rp96,900 
M.1181	Robe Hook	Unit	 Rp80,300 
M.1182	Sekat Kubikel + Aksesoris	m2	 Rp413,200 
M.1183	Sekat Urinoir	Buah	 Rp1,105,700 
M.1184	Soap Holder	Buah	 Rp61,200 
M.1185	Stop Kran PVC 1/2 Inch	Buah	 Rp39,600 
M.1186	Stop Kran PVC 3/4 Inch	Buah	 Rp49,700 
M.1187	Tissue/Paper Holder	Buah	 Rp98,200 
M.1188	Towel Bar	Unit	 Rp170,900 
M.1189	Urinoir Lengkap	Unit	 Rp1,446,200 
M.1190	Tandon Air Kap. 1200L	Unit	 Rp2,359,300 
M.1191	Tandon Air Kap. 2000L	Hari	 Rp3,417,900 
M.1192	Septictank Bio Tank Kap. 800 Liter	Unit	 Rp3,048,100 
			 Rp- 
M.1193	Roof Tank Fiberglass Kapasitas 2 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1194	Roof Tank Fiberglass Kapasitas 4 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1195	Roof Tank Fiberglass Kapasitas 12 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1196	Roof Tank Stainless Kapasitas 2 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1197	Roof Tank Stainless Kapasitas 4 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1198	Roof Tank Stainless Kapasitas 12 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1199	Tangki Toren Kapasitas 0.7 m3 + Material Bantu/Aksesoris	Buah	 Rp1,605,000 
M.1200	Tangki Toren Kapasitas 1.5 m3 + Material Bantu/Aksesoris	Buah	 Rp3,595,300 
M.1201	Tangki Toren Kapasitas 2.5 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1202	Tangki Toren Kapasitas 3 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1203	Tangki Toren Kapasitas 4 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1204	Tangki Toren Kapasitas 5 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1205	Tangki Toren Kapasitas 5.5 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1206	Tangki Toren Kapasitas 6 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
M.1207	Tangki Panel FRP Kapasitas 12 m3 + Material Bantu/Aksesoris	Buah	 Rp- 
			 Rp- 
M.1208	Pompa Transfer 150 lpm (Centrifugal End Suction) + Material Bantu/Aksesoris	Unit	 Rp- 
M.1209	Pompa Booster 450 lpm (Centrifugal End Suction) + Material Bantu/Aksesoris	Unit	 Rp- 
M.1210	Pompa Booster 150 lpm (Vertical in Line - Packaged) + Material Bantu/Aksesoris	Unit	 Rp- 
M.1211	Pompa Jet 27 lpm + Material Bantu/Aksesoris	Unit	 Rp- 
M.1212	Pompa Jet 34 lpm + Material Bantu/Aksesoris	Unit	 Rp- 
M.1213	Pompa Jet 100 lpm + Material Bantu/Aksesoris	Unit	 Rp- 
M.1214	Pompa Lift 80 lpm + Material Bantu/Aksesoris	Unit	 Rp- 
M.1215	Pompa Lift 250 lpm + Material Bantu/Aksesoris	Unit	 Rp- 
			 Rp- 
M.1216	Sand Filter Kapasitas 0.1 m3/hari + Material Bantu/Aksesoris	Unit	 Rp- 
M.1217	Sand Filter Kapasitas 14 m3/hari + Material Bantu/Aksesoris	Unit	 Rp- 
M.1218	Carbon Filter Kapasitas 0.1 m3/hari + Material Bantu/Aksesoris	Unit	 Rp- 
M.1219	Carbon Filter Kapasitas 0.6 m3/hari + Material Bantu/Aksesoris	Unit	 Rp- 
M.1220	Silika Filter Kapasitas 0.1 m3/hari + Material Bantu/Aksesoris	Unit	 Rp- 
M.1221	Priming Tank Fiber 500 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1222	Priming Tank Fiber 800 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1223	Priming Tank Fiber 1000 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1224	Priming Tank Fiber 2000 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1225	Pressure Tank 1.000 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
			 Rp- 
M.1226	Sewage Treatment Plant (STP) (Fiberglass) Kap. 2 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1227	Sewage Treatment Plant (STP) (Fiberglass) Kap. 5 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1228	Sewage Treatment Plant (STP) (Fiberglass) Kap. 10 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
M.1229	Sewage Treatment Plant (STP) (Fiberglass) Kap. 30 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
			 Rp- 
M.1230	Sewage Treatment Plant (STP) (Precast) Kap. 30 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
			 Rp- 
M.1231	Pompa Sump Pit (Submersible Cutter Pump) Kapasitas 100 Liter/menit + Material Bantu/Aksesoris	Unit	 Rp- 
M.1232	Grease Trap Portable (Fiberglass) Kap. 30 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1233	Grease Trap Portable (Stainless) Kap. 30 Liter + Material Bantu/Aksesoris	Unit	 Rp- 
M.1234	Grease Trap Central (Fiberglass) Kap. 5 m3 + Material Bantu/Aksesoris	Unit	 Rp- 
			 Rp- 
	Pipa PVC		 Rp- 
M.1235	Pipa PVC AW ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp13,800 
M.1236	Pipa PVC AW ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp15,300 
M.1237	Pipa PVC AW ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp18,300 
M.1238	Pipa PVC AW ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp20,200 
M.1239	Pipa PVC AW ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp22,400 
M.1240	Pipa PVC AW ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp34,000 
M.1241	Pipa PVC AW ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp42,700 
M.1242	Pipa PVC AW ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp72,700 
M.1243	Pipa PVC AW ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp126,800 
M.1244	Pipa PVC AW ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp239,200 
M.1245	Pipa PVC AW ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp305,600 
M.1246	Pipa PVC AW ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp431,000 
M.1247	Pipa PVC AW ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp607,600 
M.1248	Pipa PVC AW ; Dia. 12" (300 mm) + Fitting & Aksesoris	m1	 Rp856,700 
M.1249	Pipa PVC AW ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp1,208,000 
M.1250	Pipa PVC AW ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp1,703,300 
			 Rp- 
M.1251	Pipa PVC D ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp75,600 
M.1252	Pipa PVC D ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp89,800 
M.1253	Pipa PVC D ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp112,500 
M.1254	Pipa PVC D ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp148,200 
M.1255	Pipa PVC D ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp194,900 
M.1256	Pipa PVC D ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp295,300 
M.1257	Pipa PVC D ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp459,900 
M.1258	Pipa PVC D ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp611,700 
M.1259	Pipa PVC D ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp1,048,200 
M.1260	Pipa PVC D ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp1,710,100 
M.1261	Pipa PVC D ; Dia. 12" (300 mm) + Fitting & Aksesoris	m1	 Rp2,388,300 
M.1262	Pipa PVC D ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp- 
M.1263	Pipa PVC D ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp- 
			 Rp- 
M.1264	Pipa Galvanis MED CLASS ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp37,700 
M.1265	Pipa Galvanis MED CLASS ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp49,000 
M.1266	Pipa Galvanis MED CLASS ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp72,800 
M.1267	Pipa Galvanis MED CLASS ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp96,500 
M.1268	Pipa Galvanis MED CLASS ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp109,900 
M.1269	Pipa Galvanis MED CLASS ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp149,800 
M.1270	Pipa Galvanis MED CLASS ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp192,600 
M.1271	Pipa Galvanis MED CLASS ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp256,800 
M.1272	Pipa Galvanis MED CLASS ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp363,800 
M.1273	Pipa Galvanis MED CLASS ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp466,900 
M.1274	Pipa Galvanis MED CLASS ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp577,800 
M.1275	Pipa Galvanis MED CLASS ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp933,800 
M.1276	Pipa Galvanis MED CLASS ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp1,614,800 
M.1277	Pipa Galvanis MED CLASS ; Dia. 12" ; (300 mm) + Fitting & Aksesoris	m1	 Rp2,042,800 
M.1278	Pipa Galvanis MED CLASS ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp2,237,300 
M.1279	Pipa Galvanis MED CLASS ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp2,431,900 
			 Rp- 
M.1280	Pipa Galvanis SCH 40 ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp39,100 
M.1281	Pipa Galvanis SCH 40 ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp51,900 
M.1282	Pipa Galvanis SCH 40 ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp75,100 
M.1283	Pipa Galvanis SCH 40 ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp102,300 
M.1284	Pipa Galvanis SCH 40 ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp121,400 
M.1285	Pipa Galvanis SCH 40 ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp161,900 
M.1286	Pipa Galvanis SCH 40 ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp258,000 
M.1287	Pipa Galvanis SCH 40 ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp325,500 
M.1288	Pipa Galvanis SCH 40 ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp463,800 
M.1289	Pipa Galvanis SCH 40 ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp591,800 
M.1290	Pipa Galvanis SCH 40 ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp807,400 
M.1291	Pipa Galvanis SCH 40 ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp1,169,200 
M.1292	Pipa Galvanis SCH 40 ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp2,259,100 
M.1293	Pipa Galvanis SCH 40 ; Dia. 12" ; (300 mm) + Fitting & Aksesoris	m1	 Rp2,970,000 
M.1294	Pipa Galvanis SCH 40 ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp3,529,100 
M.1295	Pipa Galvanis SCH 40 ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp4,579,300 
			 Rp- 
M.1296	Pipa PPR PN 10 ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp14,600 
M.1297	Pipa PPR PN 10 ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp19,300 
M.1298	Pipa PPR PN 10 ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp32,100 
M.1299	Pipa PPR PN 10 ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp48,200 
M.1300	Pipa PPR PN 10 ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp73,800 
M.1301	Pipa PPR PN 10 ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp115,600 
M.1302	Pipa PPR PN 10 ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp166,900 
M.1303	Pipa PPR PN 10 ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp244,000 
M.1304	Pipa PPR PN 10 ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp316,600 
M.1305	Pipa PPR PN 10 ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp1,108,900 
M.1306	Pipa PPR PN 20 ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp19,300 
M.1307	Pipa PPR PN 20 ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp32,100 
M.1308	Pipa PPR PN 20 ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp51,400 
M.1309	Pipa PPR PN 20 ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp80,300 
M.1310	Pipa PPR PN 20 ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp122,000 
M.1311	Pipa PPR PN 20 ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp192,600 
M.1312	Pipa PPR PN 20 ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp276,100 
M.1313	Pipa PPR PN 20 ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp385,200 
M.1314	Pipa PPR PN 20 ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp577,800 
M.1315	Pipa PPR PN 20 ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp- 
		m1	 Rp- 
M.1316	Pipa BS MED CLASS ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp29,400 
M.1317	Pipa BS MED CLASS ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp37,700 
M.1318	Pipa BS MED CLASS ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp56,200 
M.1319	Pipa BS MED CLASS ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp74,100 
M.1320	Pipa BS MED CLASS ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp85,000 
M.1321	Pipa BS MED CLASS ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp115,800 
M.1322	Pipa BS MED CLASS ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp147,900 
M.1323	Pipa BS MED CLASS ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp173,300 
M.1324	Pipa BS MED CLASS ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp250,800 
M.1325	Pipa BS MED CLASS ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp337,300 
M.1326	Pipa BS MED CLASS ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp401,600 
M.1327	Pipa BS MED CLASS ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp710,900 
M.1328	Pipa BS MED CLASS ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp986,400 
M.1329	Pipa BS MED CLASS ; Dia. 12" ; (300 mm) + Fitting & Aksesoris	m1	 Rp1,173,700 
M.1330	Pipa BS MED CLASS ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp1,291,400 
M.1331	Pipa BS MED CLASS ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp1,478,600 
M.1332	Pipa Tanah Dia. 15cm	m1	 Rp- 
M.1333	Pipa Tanah Dia. 20cm	m1	 Rp- 
M.1334	Pipa BS SCH 40 ; Dia. 1/2" ; (15 mm) + Fitting & Aksesoris	m1	 Rp30,700 
M.1335	Pipa BS SCH 40 ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	m1	 Rp40,700 
M.1336	Pipa BS SCH 40 ; Dia. 1" ; (25 mm) + Fitting & Aksesoris	m1	 Rp58,600 
M.1337	Pipa BS SCH 40 ; Dia. 1-1/4" ; (32 mm) + Fitting & Aksesoris	m1	 Rp79,600 
M.1338	Pipa BS SCH 40 ; Dia. 1-1/2" ; (40 mm) + Fitting & Aksesoris	m1	 Rp94,400 
M.1339	Pipa BS SCH 40 ; Dia. 2" ; (50 mm) + Fitting & Aksesoris	m1	 Rp126,300 
M.1340	Pipa BS SCH 40 ; Dia. 2-1/2" ; (65 mm) + Fitting & Aksesoris	m1	 Rp200,400 
M.1341	Pipa BS SCH 40 ; Dia. 3" ; (80 mm) + Fitting & Aksesoris	m1	 Rp261,100 
M.1342	Pipa BS SCH 40 ; Dia. 4" ; (100 mm) + Fitting & Aksesoris	m1	 Rp371,000 
M.1343	Pipa BS SCH 40 ; Dia. 5" ; (125 mm) + Fitting & Aksesoris	m1	 Rp501,700 
M.1344	Pipa BS SCH 40 ; Dia. 6" ; (150 mm) + Fitting & Aksesoris	m1	 Rp649,000 
M.1345	Pipa BS SCH 40 ; Dia. 8" ; (200 mm) + Fitting & Aksesoris	m1	 Rp950,000 
M.1346	Pipa BS SCH 40 ; Dia. 10" ; (250 mm) + Fitting & Aksesoris	m1	 Rp1,501,700 
M.1347	Pipa BS SCH 40 ; Dia. 12" ; (300 mm) + Fitting & Aksesoris	m1	 Rp1,945,500 
M.1348	Pipa BS SCH 40 ; Dia. 14" ; (350 mm) + Fitting & Aksesoris	m1	 Rp2,286,400 
M.1349	Pipa BS SCH 40 ; Dia. 16" ; (400 mm) + Fitting & Aksesoris	m1	 Rp2,946,100 
			 Rp- 
M.1308	Gate Valve Dia. 1/2“ (15 mm)	Buah	 Rp116,700 
M.1350	Gate Valve Dia. 3/4“ (20 mm)	Buah	 Rp233,500 
M.1351	Gate Valve Dia. 1“ (25 mm)	Buah	 Rp350,200 
M.1352	Gate Valve Dia. 1-1/4“ (32 mm)	Buah	 Rp- 
M.1353	Gate Valve Dia. 1-1/2“ (40 mm)	Buah	 Rp- 
M.1354	Gate Valve Dia. 2“ (50 mm)	Buah	 Rp- 
M.1355	Gate Valve Dia. 2-1/2“ (65 mm)	Buah	 Rp- 
M.1356	Gate Valve Dia. 3“ (80 mm)	Buah	 Rp- 
M.1357	Gate Valve Dia. 4“ (100 mm)	Buah	 Rp- 
M.1316	Gate Valve 10 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp70,000 
M.1358	Gate Valve 10 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp140,100 
M.1359	Gate Valve 10 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1360	Gate Valve 10 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1361	Gate Valve 10 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1362	Gate Valve 10 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1363	Gate Valve 10 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1364	Gate Valve 10 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1365	Gate Valve 10 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1366	Gate Valve 10 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1367	Gate Valve 10 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1368	Gate Valve 10 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1369	Gate Valve 10 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1370	Gate Valve 10 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1371	Gate Valve 12 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1331	Gate Valve 16 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1372	Gate Valve 16 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1373	Gate Valve 16 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
